39.9881;0.0247602;2000;0.000156309;0.00016395;4.65255e+196;0.00477505;2.83267e-05;0.0132687;4.30487e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.3812;0.0239576;2000;1.06391e+158;0.000125833;5.93753e+186;1.88488e+157;8.13994e+83;1.166e+28;2.61829e+258;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.7515;0.0237583;2000;0.000126654;0.000148038;4.65255e+196;0.00458517;2.72369e-05;0.0127844;4.19818e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.0107;0.0241734;2000;0.000123433;0.000142138;4.65255e+196;0.00468728;2.74227e-05;0.0129992;4.22561e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
40.7747;0.0243196;2000;0.000120695;0.000137702;4.65255e+196;0.00473441;2.78844e-05;0.0130837;4.28211e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
40.4544;0.0245063;2000;0.000112323;0.000134751;4.65255e+196;0.00473191;2.76129e-05;0.0130623;4.25057e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
40.4821;0.0244689;2000;0.000113867;0.000133458;4.65255e+196;0.00475685;2.80216e-05;0.0130867;4.27413e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
39.752;0.0249242;2000;0.000124502;0.000135979;4.65255e+196;0.00485507;2.94254e-05;0.013368;4.44808e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.0551;0.0241375;2000;1.06391e+158;0.000135202;5.93753e+186;1.88488e+157;8.13994e+83;1.166e+28;2.61829e+258;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
40.947;0.0242082;2000;0.000103442;0.000126269;4.65255e+196;0.00470821;2.75325e-05;0.0131024;4.25829e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.2485;0.0240345;2000;0.000106877;0.00012678;4.65255e+196;0.00467104;2.80272e-05;0.0130755;4.30919e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.2106;0.0240582;2000;0.000100921;0.000128175;4.65255e+196;0.00468974;2.74001e-05;0.0130477;4.2325e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.3008;0.0240071;2000;0.00010776;0.000132131;4.65255e+196;0.00467051;2.7295e-05;0.0129946;4.21755e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.7943;0.0237192;2000;0.000107275;0.000134944;4.65255e+196;0.0046027;2.73843e-05;0.0128917;4.22255e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
39.7011;0.0249671;2000;0.000105642;0.000128843;4.65255e+196;0.00489387;2.9536e-05;0.0134808;4.47664e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.2435;0.024042;2000;0.000110431;0.000129738;4.65255e+196;0.00468249;2.73534e-05;0.0130228;4.23213e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.1556;0.0240805;2000;0.000104895;0.000129808;4.65255e+196;0.0046905;2.74092e-05;0.0130457;4.24545e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.2669;0.024024;2000;0.000111815;0.000132412;4.65255e+196;0.00467724;2.83583e-05;0.0130368;4.2554e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.6491;0.0237923;2000;0.000112692;0.000124432;4.65255e+196;0.00464571;2.72801e-05;0.012898;4.20249e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
40.3424;0.0245749;2000;0.00010914;0.000133297;4.65255e+196;0.00475538;2.7689e-05;0.0132618;4.26902e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.9002;0.0236464;2000;1.06391e+158;0.000130199;5.93753e+186;1.88488e+157;8.13994e+83;1.166e+28;2.61829e+258;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.5592;0.0238446;2000;0.000105507;0.000133409;4.65255e+196;0.00463444;2.72764e-05;0.0129221;4.20925e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.8588;0.0236717;2000;0.000120009;0.000133052;4.65255e+196;0.00460714;2.70588e-05;0.0128095;4.17577e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
40.7799;0.024307;2000;0.000107428;0.00013141;4.65255e+196;0.00473811;2.87869e-05;0.0131555;4.28021e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.2731;0.0240161;2000;1.06391e+158;0.000138729;5.93753e+186;1.88488e+157;8.13994e+83;1.166e+28;2.61829e+258;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.3416;0.0239766;2000;0.000111316;0.000127907;4.65255e+196;0.00467246;2.75996e-05;0.0130046;4.24235e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.1811;0.0240916;2000;0.000112296;0.000130714;4.65255e+196;0.0046884;2.75638e-05;0.0130626;4.25391e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.0182;0.024174;2000;0.00010603;0.000130963;4.65255e+196;0.00470559;2.76718e-05;0.0131116;4.2643e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.3103;0.0239779;2000;0.000111942;0.000132102;4.65255e+196;0.00465976;2.76502e-05;0.0130325;4.26514e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
40.9636;0.0241961;2000;0.000111648;0.000132962;4.65255e+196;0.0047119;2.75694e-05;0.0130948;4.25647e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
41.2257;0.0240634;2000;0.000124339;0.00013846;4.65255e+196;0.00467376;2.73888e-05;0.0129386;4.21181e-05;0.8;0.5;0.2;100;1;500000;-75;15;-85;0.175;0.03;0.011;0.55
