0.181112,0.261570,0.491510
0.142969,0.250713,0.485030
0.125737,0.253946,0.474906
0.165068,0.265985,0.480974
0.560316,0.424265,0.505186
0.549386,0.439243,0.501534
0.564957,0.451956,0.498403
0.576345,0.436650,0.500660
0.532455,0.465456,0.499080
0.548185,0.478713,0.496276
0.282376,0.487066,0.486051
0.265422,0.508330,0.481576
0.296079,0.529462,0.485533
0.314117,0.507061,0.490273
0.603494,0.470735,0.495842
0.592443,0.485674,0.495533
0.861085,0.648411,0.387823
0.868701,0.636003,0.376474
0.854444,0.622731,0.368875
0.845743,0.635102,0.382196
0.936381,0.820699,0.418290
0.960116,0.833395,0.410629
0.968305,0.830261,0.410055
0.945372,0.816691,0.418228
0.653213,0.773425,0.454831
0.638335,0.785631,0.451477
0.667986,0.802720,0.447204
0.682593,0.792592,0.450734
0.400194,0.281865,0.711003
0.412939,0.274793,0.713752
0.439807,0.278390,0.725756
0.427768,0.286294,0.724294
0.108630,0.283208,0.551292
0.076833,0.271546,0.530339
0.083373,0.259596,0.535631
0.115888,0.269849,0.557935
0.274159,0.520700,0.600525
0.262029,0.544466,0.584752
0.245192,0.527398,0.585271
0.257480,0.504176,0.601370
0.462913,0.424118,0.695721
0.478253,0.437033,0.692892
0.468065,0.443324,0.689019
0.452493,0.430611,0.692150
0.747500,0.633942,0.644382
0.756303,0.626721,0.648079
0.785837,0.660110,0.637804
0.777231,0.667465,0.634132
0.487976,0.503184,0.666183
0.457043,0.470902,0.675532
0.499181,0.477777,0.678945
0.659842,0.797962,0.546697
0.648099,0.807299,0.539640
0.617099,0.800656,0.546941
0.629585,0.790442,0.554627
0.894904,0.802594,0.521897
0.919091,0.815594,0.509011
0.917418,0.828197,0.509792
0.892364,0.814541,0.522121
0.228327,0.202519,0.580861
0.248944,0.199572,0.591092
0.246852,0.195499,0.596120
0.225750,0.198405,0.585873
0.110362,0.263088,0.476918
0.116374,0.267254,0.472277
0.119775,0.249547,0.479811
0.013235,0.327258,0.483155
0.003882,0.342029,0.478344
0.000000,0.340149,0.476208
0.009755,0.324974,0.480950
0.100819,0.253035,0.544518
0.101059,0.258348,0.547392
0.082707,0.254491,0.532945
0.036412,0.367773,0.479344
0.006354,0.342682,0.473416
0.029972,0.365806,0.482418
0.306004,0.548763,0.490039
0.312916,0.546530,0.485015
0.289041,0.531454,0.490577
0.364445,0.674379,0.528698
0.382158,0.693126,0.528039
0.382481,0.697295,0.520456
0.364643,0.678308,0.521135
0.217348,0.507606,0.567012
0.218425,0.505872,0.573774
0.244515,0.529648,0.577847
0.418215,0.709542,0.511282
0.388519,0.693384,0.515572
0.412184,0.713320,0.516164
0.691776,0.812685,0.447857
0.697337,0.809296,0.443135
0.662001,0.805567,0.452069
0.847395,0.895014,0.455441
0.879919,0.905389,0.449973
0.882036,0.912758,0.444465
0.849295,0.901850,0.449672
0.587817,0.786805,0.543613
0.587448,0.783567,0.551214
0.617475,0.803761,0.539338
0.898075,0.901406,0.444579
0.884631,0.905580,0.440738
0.896231,0.908436,0.448936
0.971807,0.822520,0.421054
0.968329,0.817591,0.412506
0.971717,0.836251,0.418828
0.990660,0.731318,0.487270
0.991350,0.711229,0.487746
1.000000,0.708923,0.485490
0.999450,0.730080,0.484833
0.919694,0.837786,0.503213
0.910878,0.831398,0.507134
0.927190,0.834445,0.506097
0.974695,0.695303,0.476951
0.996062,0.711420,0.478512
0.977617,0.692399,0.484791
0.825682,0.580731,0.400371
0.829646,0.586078,0.387322
0.850255,0.616982,0.382754
0.649861,0.353170,0.580937
0.626049,0.319744,0.592551
0.636975,0.309279,0.574343
0.659970,0.342711,0.562538
0.808878,0.659111,0.603469
0.803958,0.668518,0.621022
0.790224,0.649688,0.618067
0.621603,0.300302,0.581600
0.639360,0.311808,0.567107
0.619428,0.297571,0.588864
0.279989,0.202095,0.602587
0.278070,0.198014,0.607918
0.274778,0.204913,0.612145
0.244103,0.202263,0.600321
0.461104,0.284542,0.718905
0.453527,0.292716,0.725036
0.446906,0.270544,0.721350
0.491414,0.251846,0.694381
0.483837,0.260020,0.700512
0.468203,0.247003,0.708132
0.475302,0.239157,0.703726
0.555861,0.302604,0.657000
0.546370,0.312087,0.670032
0.530737,0.299071,0.677652
0.539749,0.289915,0.666345
0.517898,0.340536,0.709127
0.508407,0.350019,0.722159
0.494687,0.335693,0.722878
0.503699,0.326538,0.711572
0.397476,0.215513,0.659441
0.366802,0.212863,0.647617
0.371726,0.205558,0.643314
0.402944,0.208072,0.655112
0.375605,0.245276,0.676758
0.347106,0.242085,0.664831
0.352030,0.234779,0.660527
0.381073,0.237835,0.672428
0.261607,0.232510,0.629051
0.233107,0.229319,0.617124
0.235856,0.222555,0.612923
0.264900,0.225611,0.624824
0.287663,0.218422,0.581260
0.285745,0.214340,0.586592
0.255222,0.211791,0.576009
0.257315,0.215864,0.570982
0.409058,0.228654,0.622372
0.407835,0.224538,0.628920
0.377313,0.221988,0.618338
0.378709,0.226096,0.612094
0.404167,0.212189,0.648564
0.373122,0.209665,0.637070
0.550573,0.254277,0.639570
0.568330,0.265783,0.625077
0.566787,0.262448,0.632426
0.549240,0.250740,0.646946
0.555904,0.268426,0.610065
0.574503,0.279125,0.595684
0.572960,0.275790,0.603032
0.554571,0.264889,0.617441
0.630303,0.311223,0.552543
0.648902,0.321922,0.538162
0.646517,0.319393,0.545398
0.628128,0.308492,0.559807
0.828558,0.621481,0.533259
0.823638,0.630888,0.550812
0.803386,0.618422,0.558854
0.807774,0.608000,0.539116
0.911697,0.675401,0.509831
0.904646,0.680751,0.518643
0.884394,0.668285,0.526685
0.890913,0.661921,0.515688
0.883493,0.696800,0.545079
0.876441,0.702150,0.553891
0.858321,0.693742,0.570674
0.864839,0.687378,0.559677
0.745111,0.486877,0.534482
0.721298,0.453450,0.546096
0.728955,0.443007,0.527123
0.751950,0.476439,0.515318
0.717754,0.528629,0.611137
0.690672,0.495223,0.621985
0.698328,0.484780,0.603013
0.724593,0.518191,0.591973
0.609426,0.395008,0.654531
0.582344,0.361602,0.665379
0.593270,0.351138,0.647172
0.619535,0.384548,0.636132
0.809830,0.559344,0.452563
0.813793,0.564691,0.439515
0.837690,0.599733,0.424389
0.833501,0.593983,0.438268
0.715145,0.420784,0.509747
0.718207,0.424521,0.500020
