-0.998600,-0.026400,-0.045100
-0.792100,0.012300,-0.610200
-0.771300,0.032300,-0.635600
-0.997100,-0.068800,-0.032200
-0.791800,-0.032700,-0.609900
-0.984800,-0.170600,-0.030800
-0.664800,-0.369200,0.649400
-0.659100,-0.117400,0.742800
-0.749400,-0.007700,0.662100
-0.850300,-0.422200,-0.314200
-0.622900,-0.225900,-0.748900
-0.483700,-0.134000,-0.864900
-0.747200,-0.415600,-0.518600
-0.557200,-0.824300,0.099900
-0.640900,-0.639800,0.424200
0.895900,0.219300,-0.386200
0.734000,0.262200,-0.626500
0.966100,0.239200,0.097100
0.964900,0.181400,0.189600
0.721000,0.193400,0.665400
0.666300,0.078700,0.741500
0.709700,-0.123400,0.693600
0.985800,0.163500,0.037400
0.836800,0.205800,-0.507200
0.891100,0.167800,-0.421500
0.994600,-0.008600,-0.102900
0.749400,-0.408700,0.520800
0.767900,-0.511900,0.384900
0.854600,-0.325200,0.404700
0.935700,-0.343600,0.079800
-0.146300,0.988700,0.033000
-0.196500,0.139500,-0.970500
0.019300,0.057800,0.998100
0.106700,-0.032600,0.993700
0.051100,-0.328000,0.943300
0.090000,-0.752600,0.652200
0.079500,-0.580500,0.810400
0.162700,-0.954900,-0.248500
0.477500,-0.292100,-0.828700
0.286100,0.016600,-0.958000
-0.014100,0.162900,-0.986500
0.179400,0.209300,-0.961200
